"atividadeescolar";"atividadelazer";"atividadeoutra";"atividadegrupo";"atividadesconcluidas";"dificuldadeutilizacao";"tiposoftware";"localutilizacao";"tipoatividade";"disciplina"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Pesquisa";"Ciências"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Outros";"História"
t;f;f;t;"A";"P";"Suíte de aplicativos para escritório";"Sala de Aula";"Exposição";"Ciências"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Exposição";"Ciências"
t;f;f;t;"A";"P";"Suíte de aplicativos para escritório";"Sala de Aula";"Exposição";"Ciências"
t;f;f;t;"A";"P";"Suíte de aplicativos para escritório";"Sala de Aula";"Pesquisa";"Ciências"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Pesquisa";"Ciências"
t;f;f;t;"A";"P";"Suíte de aplicativos para escritório";"Sala de Aula";"Pesquisa";"Ciências"
t;f;f;t;"A";"P";"Suíte de aplicativos para escritório";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Ciências"
t;f;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Ciências"
t;f;f;t;"A";"P";"Suíte de aplicativos para escritório";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Ciências"
f;t;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Outros";"Outras"
f;t;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Outros";"Outras"
f;t;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Outros";"Outras"
t;f;f;f;"T";"N";"Software de Desenho";"Sala de Aula";"Exercício";"Língua Portuguesa"
t;f;f;f;"T";"N";"Software Multiatividades";"Sala de Aula";"Exercício";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Exercício";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Exercício";"Língua Portuguesa"
t;f;f;f;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Exercício";"Língua Portuguesa"
t;f;f;f;"T";"N";"Software de Desenho";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;f;f;f;"T";"N";"Software Multiatividades";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;f;f;f;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;f;f;f;"T";"N";"Software de Desenho";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Língua Portuguesa"
t;f;f;f;"T";"N";"Software Multiatividades";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Língua Portuguesa"
t;f;f;f;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Língua Portuguesa"
t;t;f;t;"T";"P";"Software Multiatividades";"Sala de Aula";"Aula Passeio";"Artes"
t;t;f;t;"T";"P";"Navegador Web";"Sala de Aula";"Aula Passeio";"Artes"
t;t;f;t;"T";"P";"Software Multiatividades";"Pátio da escola";"Aula Passeio";"Artes"
t;t;f;t;"T";"P";"Navegador Web";"Pátio da escola";"Aula Passeio";"Artes"
t;t;f;t;"T";"P";"Software Multiatividades";"Casa";"Aula Passeio";"Artes"
t;t;f;t;"T";"P";"Navegador Web";"Casa";"Aula Passeio";"Artes"
t;t;f;t;"T";"P";"Software Multiatividades";"Sala de Aula";"Exercício";"Artes"
t;t;f;t;"T";"P";"Navegador Web";"Sala de Aula";"Exercício";"Artes"
t;t;f;t;"T";"P";"Software Multiatividades";"Pátio da escola";"Exercício";"Artes"
t;t;f;t;"T";"P";"Navegador Web";"Pátio da escola";"Exercício";"Artes"
t;t;f;t;"T";"P";"Software Multiatividades";"Casa";"Exercício";"Artes"
t;t;f;t;"T";"P";"Navegador Web";"Casa";"Exercício";"Artes"
t;t;f;t;"T";"P";"Software Multiatividades";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Artes"
t;t;f;t;"T";"P";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Artes"
t;t;f;t;"T";"P";"Software Multiatividades";"Pátio da escola";"Produção de Material (Texto, Vídeo, etc)";"Artes"
t;t;f;t;"T";"P";"Navegador Web";"Pátio da escola";"Produção de Material (Texto, Vídeo, etc)";"Artes"
t;t;f;t;"T";"P";"Software Multiatividades";"Casa";"Produção de Material (Texto, Vídeo, etc)";"Artes"
t;t;f;t;"T";"P";"Navegador Web";"Casa";"Produção de Material (Texto, Vídeo, etc)";"Artes"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Aula Passeio";"Inglês"
t;f;f;t;"T";"N";"Editor de Texto";"Sala de Aula";"Aula Passeio";"Inglês"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Aula Passeio";"Inglês"
t;f;f;t;"T";"N";"Software Multiatividades";"Sala de Aula";"Aula Passeio";"Inglês"
t;f;f;t;"T";"N";"Software de Desenho";"Sala de Aula";"Aula Passeio";"Inglês"
t;f;f;t;"T";"N";"Webcam";"Sala de Aula";"Aula Passeio";"Inglês"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Leitura";"Inglês"
t;f;f;t;"T";"N";"Editor de Texto";"Sala de Aula";"Leitura";"Inglês"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Leitura";"Inglês"
t;f;f;t;"T";"N";"Software Multiatividades";"Sala de Aula";"Leitura";"Inglês"
t;f;f;t;"T";"N";"Software de Desenho";"Sala de Aula";"Leitura";"Inglês"
t;f;f;t;"T";"N";"Webcam";"Sala de Aula";"Leitura";"Inglês"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Inglês"
t;f;f;t;"T";"N";"Editor de Texto";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Inglês"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Inglês"
t;f;f;t;"T";"N";"Software Multiatividades";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Inglês"
t;f;f;t;"T";"N";"Software de Desenho";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Inglês"
t;f;f;t;"T";"N";"Webcam";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Inglês"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Exercício";"Língua Portuguesa"
t;f;f;f;"T";"N";"Software Multiatividades";"Sala de Aula";"Exercício";"Língua Portuguesa"
t;f;f;f;"T";"N";"Webcam";"Sala de Aula";"Exercício";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Exercício";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Exercício";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;f;f;f;"T";"N";"Software Multiatividades";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;f;f;f;"T";"N";"Webcam";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Excursão Cultural";"Artes"
t;f;f;f;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Excursão Cultural";"Artes"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Artes"
t;f;f;f;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Artes"
f;t;f;t;"T";"M";"Navegador Web";"Biblioteca";"Exercício";"Matemática"
f;t;f;t;"T";"M";"Suíte de aplicativos para escritório";"Biblioteca";"Exercício";"Matemática"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Outros";"Ciências"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Outros";"Ciências"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Outros";"Ciências"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Matemática"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Matemática"
t;f;f;f;"T";"M";"Suíte de aplicativos para escritório";"Sala de Aula";"Jogos";"Língua Portuguesa"
t;f;f;f;"T";"M";"Navegador Web";"Sala de Aula";"Jogos";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Outras"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Matemática"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Língua Portuguesa"
t;f;f;f;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;f;f;f;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Outros";"Língua Portuguesa"
f;t;f;t;"A";"P";"Navegador Web";"Casa";"Exercício";"Educação Física"
f;t;f;t;"A";"P";"Navegador Web";"Laboratório";"Exercício";"Educação Física"
t;f;f;f;"T";"N";"Navegador Web";"Biblioteca";"Pesquisa";"Inglês"
t;f;f;f;"T";"N";"Navegador Web";"Biblioteca";"Pesquisa";"Inglês"
t;f;f;f;"T";"N";"Suíte de aplicativos para escritório";"Biblioteca";"Pesquisa";"Inglês"
t;f;f;f;"T";"N";"Navegador Web";"Biblioteca";"Pesquisa";"Inglês"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Outros";"Geografia"
t;f;f;f;"A";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Geografia"
t;f;f;f;"A";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Educação Física"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Geografia"
t;f;f;f;"N";"N";"Navegador Web";"Sala de Aula";"Outros";"Outras"
t;f;f;f;"N";"N";"Navegador Web";"Sala de Aula";"Outros";"Outras"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Matemática"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Ciências"
f;t;f;t;"A";"N";"Software Multiatividades";"Sala de Aula";"Jogos";"Outras"
f;t;f;t;"A";"N";"Navegador Web";"Sala de Aula";"Jogos";"Outras"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Outras"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Outras"
f;t;f;f;"T";"N";"Webcam";"Sala de Aula";"Jogos";"Outras"
f;t;f;f;"T";"N";"Webcam";"Sala de Aula";"Jogos";"Outras"
f;t;f;f;"T";"N";"Webcam";"Sala de Aula";"Jogos";"Outras"
f;t;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Outras"
f;t;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Outras"
f;t;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Outras"
f;t;f;f;"T";"N";"Software de Desenho";"Sala de Aula";"Jogos";"Outras"
f;t;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Ciências"
f;t;f;t;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Jogos";"Ciências"
f;t;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Ciências"
f;t;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Matemática"
f;t;f;t;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Jogos";"Matemática"
f;t;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Matemática"
t;t;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Ciências"
t;t;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Matemática"
f;t;f;f;"N";"N";"Navegador Web";"Pátio da escola";"Jogos";"Educação Física"
t;f;f;f;"T";"M";"Navegador Web";"Sala de Aula";"Jogos";"Língua Portuguesa"
t;f;f;f;"T";"M";"Navegador Web";"Sala de Aula";"Jogos";"Língua Portuguesa"
t;f;f;f;"T";"M";"Suíte de aplicativos para escritório";"Sala de Aula";"Jogos";"Língua Portuguesa"
f;t;f;f;"T";"M";"Navegador Web";"Sala de Aula";"Jogos";"Língua Portuguesa"
f;t;f;f;"T";"M";"Navegador Web";"Sala de Aula";"Jogos";"Língua Portuguesa"
f;t;f;f;"T";"M";"Navegador Web";"Sala de Aula";"Leitura";"Língua Portuguesa"
f;t;f;f;"T";"M";"Navegador Web";"Sala de Aula";"Leitura";"Língua Portuguesa"
f;t;f;f;"T";"M";"Navegador Web";"Sala de Aula";"Pesquisa";"Língua Portuguesa"
f;t;f;f;"T";"M";"Navegador Web";"Sala de Aula";"Pesquisa";"Língua Portuguesa"
f;t;f;f;"T";"M";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Língua Portuguesa"
f;t;f;f;"T";"M";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Língua Portuguesa"
t;f;f;f;"T";"P";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Artes"
t;f;f;f;"T";"P";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Artes"
t;f;f;f;"T";"P";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Artes"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Outras"
t;f;f;f;"A";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Ciências"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Leitura";"Outras"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Outras"
f;t;f;f;"A";"N";"Navegador Web";"Laboratório";"Apresentação Cultural (Teatro, Dança, etc)";"Matemática"
t;t;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Exercício";"Língua Portuguesa"
t;t;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Exercício";"Língua Portuguesa"
t;t;f;t;"T";"N";"Navegador Web";"Pátio da escola";"Exercício";"Língua Portuguesa"
t;t;f;t;"T";"N";"Navegador Web";"Pátio da escola";"Exercício";"Língua Portuguesa"
t;t;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Língua Portuguesa"
t;t;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Língua Portuguesa"
t;t;f;t;"T";"N";"Navegador Web";"Pátio da escola";"Jogos";"Língua Portuguesa"
t;t;f;t;"T";"N";"Navegador Web";"Pátio da escola";"Jogos";"Língua Portuguesa"
t;t;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;t;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;t;f;t;"T";"N";"Navegador Web";"Pátio da escola";"Leitura";"Língua Portuguesa"
t;t;f;t;"T";"N";"Navegador Web";"Pátio da escola";"Leitura";"Língua Portuguesa"
f;t;f;t;"T";"M";"Navegador Web";"Casa";"Aula Passeio";"Matemática"
f;t;f;t;"T";"M";"Navegador Web";"Casa";"Aula Passeio";"Matemática"
f;t;f;t;"T";"M";"Suíte de aplicativos para escritório";"Casa";"Aula Passeio";"Matemática"
f;t;f;t;"T";"M";"Navegador Web";"Casa";"Aula Passeio";"Matemática"
f;t;f;t;"T";"M";"Navegador Web";"Casa";"Aula Passeio";"Matemática"
t;f;f;t;"T";"M";"Navegador Web";"Casa";"Aula Passeio";"Matemática"
t;f;f;t;"T";"M";"Navegador Web";"Casa";"Aula Passeio";"Matemática"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Matemática"
t;f;f;f;"A";"N";"Navegador Web";"Casa";"Apresentação Cultural (Teatro, Dança, etc)";"Matemática"
t;f;f;f;"A";"N";"Navegador Web";"Casa";"Leitura";"Matemática"
t;t;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Língua Portuguesa"
t;t;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Língua Portuguesa"
t;t;f;t;"T";"N";"Navegador Web";"Pátio da escola";"Produção de Material (Texto, Vídeo, etc)";"Língua Portuguesa"
t;t;f;t;"T";"N";"Navegador Web";"Pátio da escola";"Produção de Material (Texto, Vídeo, etc)";"Língua Portuguesa"
t;f;f;f;"A";"N";"Navegador Web";"Sala de Aula";"Exercício";"História"
t;f;f;f;"A";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Exercício";"História"
t;f;f;f;"A";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Exercício";"História"
t;f;f;f;"A";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Exercício";"História"
t;f;f;f;"A";"N";"Navegador Web";"Pátio da escola";"Pesquisa";"Educação Física"
t;t;t;t;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Ciências"
t;t;t;t;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Ciências"
t;t;t;t;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Língua Portuguesa"
t;t;t;t;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Língua Portuguesa"
t;t;t;t;"T";"N";"Navegador Web";"Sala de Aula";"Leitura";"Ciências"
t;t;t;t;"T";"N";"Navegador Web";"Sala de Aula";"Leitura";"Ciências"
t;t;t;t;"T";"N";"Navegador Web";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;t;t;t;"T";"N";"Navegador Web";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;t;t;t;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Ciências"
t;t;t;t;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Língua Portuguesa"
t;t;t;t;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Ciências"
t;t;t;t;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Matemática"
t;f;f;f;"A";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Geografia"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Ciências"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Ciências"
t;f;f;t;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Pesquisa";"Ciências"
t;f;f;f;"A";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Pesquisa";"História"
t;f;f;f;"A";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"História"
t;f;f;f;"T";"N";"Navegador Web";"Casa";"Apresentação Cultural (Teatro, Dança, etc)";"Artes"
t;f;f;f;"T";"N";"Navegador Web";"Casa";"Apresentação Cultural (Teatro, Dança, etc)";"Artes"
t;f;f;f;"T";"N";"Navegador Web";"Casa";"Apresentação Cultural (Teatro, Dança, etc)";"Ciências"
t;f;f;f;"T";"N";"Navegador Web";"Casa";"Apresentação Cultural (Teatro, Dança, etc)";"Ciências"
t;f;f;f;"T";"N";"Navegador Web";"Casa";"Apresentação Cultural (Teatro, Dança, etc)";"Matemática"
t;f;f;f;"T";"N";"Navegador Web";"Casa";"Apresentação Cultural (Teatro, Dança, etc)";"Matemática"
t;f;f;f;"T";"N";"Navegador Web";"Casa";"Apresentação Cultural (Teatro, Dança, etc)";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Casa";"Apresentação Cultural (Teatro, Dança, etc)";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Casa";"Entrevista";"Artes"
t;f;f;f;"T";"N";"Navegador Web";"Casa";"Entrevista";"Artes"
t;f;f;f;"T";"N";"Navegador Web";"Casa";"Entrevista";"Ciências"
t;f;f;f;"T";"N";"Navegador Web";"Casa";"Entrevista";"Ciências"
t;f;f;f;"T";"N";"Navegador Web";"Casa";"Entrevista";"Matemática"
t;f;f;f;"T";"N";"Navegador Web";"Casa";"Entrevista";"Matemática"
t;f;f;f;"T";"N";"Navegador Web";"Casa";"Entrevista";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Casa";"Entrevista";"Língua Portuguesa"
t;f;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Geografia"
f;t;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Outros";"Outras"
f;t;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Outros";"Outras"
f;t;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Outros";"Outras"
f;f;t;t;"N";"P";"Navegador Web";"Sala de Aula";"Outros";"História"
f;t;f;t;"T";"M";"Navegador Web";"Sala de Aula";"Outros";"Outras"
f;t;f;t;"T";"M";"Navegador Web";"Sala de Aula";"Outros";"Outras"
f;t;f;t;"T";"M";"Navegador Web";"Sala de Aula";"Outros";"Outras"
f;t;f;t;"T";"M";"Software Multiatividades";"Sala de Aula";"Outros";"Outras"
f;t;f;t;"A";"P";"Navegador Web";"Passeio escolar";"Aula Passeio";"Ciências"
f;t;f;t;"A";"P";"Navegador Web";"Laboratório";"Aula Passeio";"Ciências"
f;t;f;t;"A";"P";"Navegador Web";"Passeio escolar";"Exposição";"Ciências"
f;t;f;t;"A";"P";"Navegador Web";"Laboratório";"Exposição";"Ciências"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Língua Portuguesa"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Leitura";"Língua Portuguesa"
t;f;f;f;"N";"N";"Navegador Web";"Sala de Aula";"Exposição";"Artes"
f;t;f;f;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Outras"
t;f;f;f;"T";"N";"Software Multiatividades";"Sala de Aula";"Jogos";"Outras"
t;f;f;f;"T";"N";"Software aprendizado de matemática";"Sala de Aula";"Jogos";"Outras"
t;f;f;f;"T";"N";"Software Multiatividades";"Sala de Aula";"Jogos";"Matemática"
t;f;f;f;"T";"N";"Software aprendizado de matemática";"Sala de Aula";"Jogos";"Matemática"
f;t;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Dinâmica";"Matemática"
f;t;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Dinâmica";"Matemática"
f;t;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Dinâmica";"Matemática"
f;t;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Dinâmica";"Matemática"
f;t;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Dinâmica";"Matemática"
f;t;f;t;"A";"P";"Navegador Web";"Sala de Aula";"Dinâmica";"Matemática"
f;t;f;t;"A";"P";"Navegador Web";"Laboratório";"Dinâmica";"Matemática"
f;t;f;t;"A";"P";"Navegador Web";"Laboratório";"Dinâmica";"Matemática"
f;t;f;t;"A";"P";"Navegador Web";"Laboratório";"Dinâmica";"Matemática"
f;t;f;t;"A";"P";"Navegador Web";"Laboratório";"Dinâmica";"Matemática"
f;t;f;t;"A";"P";"Navegador Web";"Laboratório";"Dinâmica";"Matemática"
f;t;f;t;"A";"P";"Navegador Web";"Laboratório";"Dinâmica";"Matemática"
f;t;f;t;"A";"P";"Software aprendizado de matemática";"Sala de Aula";"Entrevista";"História"
f;t;f;t;"A";"P";"Software aprendizado de matemática";"Sala de Aula";"Entrevista";"História"
f;t;f;t;"A";"P";"Software aprendizado de matemática";"Sala de Aula";"Entrevista";"História"
f;t;f;t;"A";"P";"Software aprendizado de matemática";"Sala de Aula";"Entrevista";"História"
f;t;f;t;"A";"P";"Software aprendizado de matemática";"Sala de Aula";"Entrevista";"História"
f;t;f;t;"A";"P";"Software Multiatividades";"Sala de Aula";"Entrevista";"História"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Artes"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Artes"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Leitura";"Artes"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Leitura";"Artes"
f;t;f;t;"A";"P";"Navegador Web";"Casa";"Dinâmica";"Ciências"
t;f;f;t;"T";"N";"Editor de Texto";"Sala de Aula";"Exercício";"Artes"
t;f;f;t;"T";"N";"Editor de Texto";"Sala de Aula";"Leitura";"Artes"
t;f;f;t;"T";"N";"Editor de Texto";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Artes"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Exercício";"Artes"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Leitura";"Artes"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Artes"
t;f;f;f;"N";"M";"Navegador Web";"Sala de Aula";"Exercício";"Língua Portuguesa"
t;f;f;f;"N";"M";"Navegador Web";"Sala de Aula";"Exercício";"Língua Portuguesa"
t;f;f;f;"N";"M";"Navegador Web";"Sala de Aula";"Pesquisa";"Língua Portuguesa"
t;f;f;f;"N";"M";"Navegador Web";"Sala de Aula";"Pesquisa";"Língua Portuguesa"
t;f;f;f;"N";"M";"Navegador Web";"Sala de Aula";"Produção de Material (Texto, Vídeo, etc)";"Matemática"
t;f;f;f;"N";"P";"Suíte de aplicativos para escritório";"Sala de Aula";"Exercício";"Outras"
t;f;f;f;"T";"P";"Navegador Web";"Sala de Aula";"Pesquisa";"Ciências"
t;f;f;f;"A";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Matemática"
f;f;t;f;"A";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Outros";"Outras"
f;f;t;f;"A";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Outros";"Língua Portuguesa"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Outras"
t;f;f;t;"T";"N";"Navegador Web";"Sala de Aula";"Jogos";"Outras"
t;f;f;f;"N";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Matemática"
t;f;f;f;"N";"N";"Navegador Web";"Sala de Aula";"Pesquisa";"Matemática"
t;f;f;f;"N";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Leitura";"Língua Portuguesa"
f;f;t;f;"A";"N";"Navegador Web";"Sala de Aula";"Exercício";"Língua Portuguesa"
f;f;t;f;"T";"N";"Suíte de aplicativos para escritório";"Sala de Aula";"Exercício";"Língua Portuguesa"
f;f;t;f;"T";"N";"Navegador Web";"Sala de Aula";"Outros";"Outras"
f;t;f;f;"T";"P";"Navegador Web";"Pátio da escola";"Leitura";"Outras"
f;f;t;t;"T";"P";"Software Multiatividades";"Sala de Aula";"Jogos";"Outras"
f;f;t;t;"T";"P";"Software aprendizado de matemática";"Sala de Aula";"Jogos";"Outras"
f;f;t;t;"T";"P";"Navegador Web";"Sala de Aula";"Jogos";"Outras"
f;f;t;t;"T";"P";"Software aprendizado de matemática";"Sala de Aula";"Jogos";"Outras"
